Time (s),Original_Heading,Corrected_Heading,Original_East,Original_North,Corrected_East,Corrected_North
94.53,268.43,288.10333333333335,836551.5696848576,818648.9313784511,836551.8236234855,818644.3487273236
94.54,268.56,284.95444444444445,836551.5640067428,818648.9312357145,836551.8181359494,818644.3501930292
94.55,268.68,281.79555555555555,836551.5583283411,818648.9311048702,836551.8125759827,818644.3513541161
94.56,268.76,278.59666666666664,836551.5526497638,818648.9309819555,836551.8069598887,818644.3522031355
94.57,268.88,275.4377777777778,836551.54697094,818648.9308709331,836551.8013055424,818644.3527413902
94.58,268.91,272.1888888888889,836551.5412920597,818648.930762884,836551.7956297785,818644.3529583289
94.59,268.93,268.93,836551.535613143,818648.9306568181,836551.7899508618,818644.352852263
94.6,268.94,268.94,836551.529934206,818648.930551744,836551.784271925,818644.352747189
94.61,268.96,268.96,836551.5242552329,818648.9304486512,836551.7785929517,818644.3526440962
94.62,269.01,269.01,836551.5185761728,818648.9303505151,836551.7729138916,818644.35254596
94.63,269.05,269.05,836551.512897046,818648.9302563436,836551.7672347649,818644.3524517885
94.64,269.09,269.09,836551.5072178546,818648.9301661369,836551.7615555736,818644.3523615819
94.65,269.12,269.12,836551.5015386168,818648.9300789033,836551.7558763357,818644.3522743484
94.66,269.12,269.12,836551.495859379,818648.9299916698,836551.7501970979,818644.3521871148
94.67,269.12,269.12,836551.4901801412,818648.9299044362,836551.74451786,818644.3520998812
94.68,269.11,269.11,836551.4845009175,818648.929816211,836551.7388386363,818644.3520116559
94.7,269.14,269.14,836551.4731423812,818648.9296457086,836551.7274801,818644.3518411536
94.7,269.21,269.21,836551.4674630121,818648.9295673964,836551.7218007309,818644.3517628413
94.71,269.32,269.32,836551.4617835035,818648.9294999868,836551.7161212225,818644.3516954317
94.72,269.56,269.56,836551.4561037628,818648.929456368,836551.7104414817,818644.351651813
94.73,269.67,269.67,836551.4504239494,818648.9294236539,836551.7047616682,818644.3516190989
94.74,269.76,269.76,836551.4447440915,818648.9293998611,836551.6990818103,818644.3515953061
94.75,269.8,269.8,836551.4390642174,818648.9293800351,836551.6934019363,818644.3515754801
94.77,269.82,269.82,836551.4277044572,818648.9293443479,836551.682042176,818644.3515397928
94.78,269.82,269.82,836551.422024577,818648.9293265033,836551.676362296,818644.3515219482
94.78,269.81,269.81,836551.416344701,818648.929307669,836551.6706824199,818644.351503114
94.8,269.8,269.8,836551.4049849549,818648.9292680151,836551.6593226738,818644.35146346
94.8,269.78,269.78,836551.3993050889,818648.9292462056,836551.6536428079,818644.3514416507
94.81,269.77,269.77,836551.393625227,818648.9292234045,836551.6479629459,818644.3514188495
94.82,269.77,269.77,836551.387945365,818648.9292006034,836551.642283084,818644.3513960484
94.83,269.8,269.8,836551.382265491,818648.9291807774,836551.6366032099,818644.3513762224
94.84,269.81,269.81,836551.3765856149,818648.9291619431,836551.6309233338,818644.3513573881
94.85,269.83,269.83,836551.3709057327,818648.9291450903,836551.6252434517,818644.3513405352
94.86,269.85,269.85,836551.3652258446,818648.9291302208,836551.6195635635,818644.3513256657
94.87,269.87,269.87,836551.3595459503,818648.9291173327,836551.6138836693,818644.3513127776
94.88,269.93,269.93,836551.353866046,818648.9291103927,836551.6082037649,818644.3513058377
94.89,269.96,269.96,836551.3481861396,818648.9291064279,836551.6025238585,818644.3513018729
94.9,269.99,269.99,836551.3425062313,818648.9291054362,836551.5968439501,818644.3513008812
94.91,270.01,270.01,836551.3368263228,818648.9291064279,836551.5911640417,818644.3513018729
94.92,270.03,270.03,836551.3311464165,818648.9291094011,836551.5854841353,818644.351304846
94.93,270.04,270.04,836551.3254665101,818648.9291133658,836551.579804229,818644.3513088108
94.94,270.05,270.05,836551.3197866037,818648.9291183223,836551.5741243226,818644.3513137673
94.95,270.06,270.06,836551.3141066993,818648.9291242706,836551.5684444183,818644.3513197155
94.96,270.07,270.07,836551.3084267951,818648.9291312104,836551.5627645139,818644.3513266554
94.97,270.1,270.1,836551.3027468947,818648.9291411234,836551.5570846136,818644.3513365684
94.98,270.17,270.17,836551.2970670125,818648.9291579763,836551.5514047315,818644.3513534213
94.99,270.21,270.21,836551.2913871425,818648.929178794,836551.5457248614,818644.351374239
95.0,270.25,270.25,836551.2857072887,818648.9292035765,836551.5400450076,818644.3513990215
95.01,270.27,270.27,836551.280027443,818648.9292303424,836551.5343651618,818644.3514257874
95.02,270.26,270.26,836551.2743475931,818648.9292561166,836551.528685312,818644.3514515616
95.03,270.22,270.22,836551.2686677271,818648.929277926,836551.523005446,818644.3514733709
95.04,270.13,270.13,836551.2629878329,818648.9292908141,836551.5173255517,818644.351486259
95.05,270.09,270.09,836551.2573079326,818648.9292997355,836551.5116456514,818644.3514951804
95.06,270.07,270.07,836551.2516280282,818648.9293066753,836551.505965747,818644.3515021203
95.07,270.06,270.06,836551.2459481239,818648.9293126236,836551.5002858427,818644.3515080685
95.08,270.08,270.08,836551.2402682215,818648.9293205552,836551.4946059404,818644.3515160001
95.09,270.14,270.14,836551.2345883313,818648.9293344329,836551.4889260501,818644.3515298779
95.1,270.19,270.19,836551.2289084552,818648.9293532672,836551.4832461741,818644.3515487121
95.11,270.24,270.24,836551.2232285973,818648.92937706,836551.4775663163,818644.351572505
95.12,270.27,270.27,836551.2175487515,818648.9294038259,836551.4718864704,818644.3515992708
95.13,270.3,270.3,836551.2118689219,818648.9294335649,836551.4662066408,818644.3516290098
95.14,270.36,270.36,836551.2061891266,818648.9294692521,836551.4605268455,818644.351664697
95.15,270.39,270.39,836551.2005093496,818648.9295079143,836551.4548470684,818644.3517033594
95.16,270.42,270.42,836551.1948295947,818648.9295495498,836551.4491673135,818644.3517449948
95.17,270.45,270.45,836551.1891498619,818648.9295941583,836551.4434875809,818644.3517896032
95.18,270.47,270.47,836551.1834701454,818648.9296407502,836551.4378078644,818644.3518361951
95.19,270.48,270.48,836551.177790437,818648.9296883338,836551.432128156,818644.3518837787
95.2,270.48,270.48,836551.1721107286,818648.9297359174,836551.4264484475,818644.3519313623
95.21,270.46,270.46,836551.166431004,818648.9297815175,836551.4207687229,818644.3519769625
95.22,270.44,270.44,836551.1607512633,818648.9298251363,836551.4150889821,818644.3520205813
95.23,270.41,270.41,836551.1550715002,818648.92986578,836551.4094092192,818644.352061225
95.24,270.32,270.32,836551.1493916807,818648.9298975024,836551.4037293997,818644.3520929473
95.25,270.27,270.27,836551.143711835,818648.9299242683,836551.3980495539,818644.3521197132
95.26,270.19,270.19,836551.138031959,818648.9299431026,836551.3923696778,818644.3521385476
95.27,270.1,270.1,836551.1323520585,818648.9299530156,836551.3866897775,818644.3521484606
95.28,270.0,270.0,836551.1266721502,818648.9299530156,836551.381009869,818644.3521484606
95.3,269.91,269.91,836551.1153123475,818648.929935171,836551.3696500665,818644.352130616
95.3,269.8,269.8,836551.1096324734,818648.929915345,836551.3639701924,818644.35211079
95.31,269.79,269.79,836551.1039526035,818648.9298945273,836551.3582903224,818644.3520899722
95.32,269.8,269.8,836551.0982727294,818648.9298747013,836551.3526104483,818644.3520701462
95.33,269.84,269.84,836551.0925928432,818648.9298588401,836551.3469305622,818644.3520542851
95.34,269.88,269.88,836551.086912947,818648.9298469437,836551.3412506658,818644.3520423886
95.35,269.97,269.97,836551.0812330405,818648.9298439706,836551.3355707595,818644.3520394156
95.36,270.01,270.01,836551.0755531322,818648.9298449623,836551.329890851,818644.3520404072
95.37,270.03,270.03,836551.0698732259,818648.9298479354,836551.3242109447,818644.3520433804
95.38,270.04,270.04,836551.0641933194,818648.9298519002,836551.3185310384,818644.3520473451
95.39,270.04,270.04,836551.0585134131,818648.929855865,836551.312851132,818644.35205131
95.4,270.06,270.06,836551.0528335087,818648.9298618132,836551.3071712276,818644.3520572581
95.41,270.08,270.08,836551.0471536064,818648.9298697448,836551.3014913253,818644.3520651897
95.42,270.13,270.13,836551.0414737122,818648.9298826329,836551.295811431,818644.3520780778
95.43,270.18,270.18,836551.035793832,818648.9299004775,836551.2901315509,818644.3520959225
95.44,270.25,270.25,836551.0301139782,818648.92992526,836551.284451697,818644.352120705
95.45,270.39,270.39,836551.0244342011,818648.9299639224,836551.2787719199,818644.3521593673
95.46,270.48,270.48,836551.0187544926,818648.9300115058,836551.2730922116,818644.3522069509
95.47,270.57,270.57,836551.013074865,818648.9300680108,836551.2674125839,818644.3522634557
95.48,270.68,270.68,836551.0073953565,818648.9301354204,836551.2617330754,818644.3523308653
95.49,270.79,270.79,836551.0017159875,818648.9302137326,836551.2560537063,818644.3524091776
95.5,271.05,297.3,836550.9960370323,818648.930317817,836551.2510064421,818644.3550142656
95.51,271.2,294.5333333333333,836550.9903583701,818648.930436769,836551.2458393172,818644.3573726922
95.52,271.37,291.7866666666667,836550.9846800857,818648.9305725677,836551.2405651126,818644.3594807995
95.53,271.53,289.03,836550.9790022031,818648.9307242236,836551.2351956235,818644.361332809
95.54,271.68,286.2633333333333,836550.9733247366,818648.930890743,836551.229742999,818644.3629234813
95.55,271.83,283.49666666666667,836550.9676477246,818648.9310721258,836551.2242199495,818644.3642491081
95.56,272.13,280.88,836550.9619717405,818648.9312832314,836551.21864214,818644.3653212064
95.57,272.29,278.12333333333333,836550.9562963685,818648.931510186,836551.2130192233,818644.3661238016
95.58,272.47,275.3866666666667,836550.9506217377,818648.9317549692,836551.2073643984,818644.3666570128
95.59,272.66,272.66,836550.9449479493,818648.9320185685,836551.2016906098,818644.3669206122
95.6,272.87,272.87,836550.9392751646,818648.9323029611,836551.1960178252,818644.3672050048
95.61,273.29,273.29,836550.9336046178,818648.9326289307,836551.1903472784,818644.3675309743
95.62,273.5,273.5,836550.9279353031,818648.9329756816,836551.1846779636,818644.3678777252
95.63,273.7,273.7,836550.9222672345,818648.93334222,836551.1790098951,818644.3682442637
95.64,273.89,273.89,836550.9166004121,818648.9337275524,836551.1733430728,818644.3686295961
95.65,274.04,274.04,836550.9109346179,818648.934127718,836551.1676772785,818644.3690297615
95.66,274.29,274.29,836550.9052706232,818648.9345526013,836551.1620132838,818644.369454645
95.67,274.37,274.37,836550.8996072283,818648.934985392,836551.156349889,818644.3698874357
95.68,274.42,274.42,836550.8939442133,818648.9354231252,836551.1506868738,818644.3703251688
95.69,274.46,274.46,836550.8882815052,818648.9358648129,836551.1450241657,818644.3707668566
95.7,274.51,274.51,836550.8826191849,818648.9363114411,836551.1393618454,818644.3712134848
95.71,274.65,274.65,836550.8769579714,818648.9367719046,836551.133700632,818644.3716739482
95.72,274.76,274.76,836550.8712976527,818648.9372432365,836551.1280403133,818644.3721452801
95.73,274.9,274.9,836550.8656385035,818648.9377283977,836551.122381164,818644.3726304413
95.74,275.07,275.07,836550.8599808185,818648.9382303471,836551.1167234791,818644.3731323907
95.76,275.25,275.25,836550.848668658,818648.9392697877,836551.1054113186,818644.3741718314
95.76,275.6,275.6,836550.8430158589,818648.939824049,836551.0997585194,818644.3747260927
95.77,275.75,275.75,836550.8373645302,818648.9403931071,836551.0941071907,818644.3752951508
95.79,275.88,275.88,836550.8260644822,818648.9415568662,836551.0828071428,818644.3764589098
95.79,275.99,275.99,836550.8204155852,818648.9421495919,836551.0771582458,818644.3770516355
95.8,276.07,276.07,836550.8147675224,818648.9427502047,836551.071510183,818644.3776522484
95.81,276.13,276.13,836550.8091200918,818648.9433567313,836551.0658627524,818644.378258775
95.82,276.26,276.26,836550.8034740508,818648.9439760714,836551.0602167114,818644.3788781151
95.83,276.33,276.33,836550.7978287713,818648.944602309,836551.0545714318,818644.3795043527
95.84,276.41,276.41,836550.7921843723,818648.9452364277,836551.048927033,818644.3801384714
95.85,276.5,276.5,836550.7865409752,818648.9458794112,836551.0432836358,818644.3807814547
95.86,276.6,276.6,836550.7808987091,818648.9465322429,836551.0376413697,818644.3814342866
95.87,276.8,276.8,836550.7752587557,818648.9472047674,836551.0320014163,818644.382106811
95.88,276.9,276.9,836550.7696199858,818648.9478871342,836551.0263626464,818644.3827891778
95.89,277.0,277.0,836550.7639824157,818648.9485793412,836551.0207250763,818644.3834813848
95.9,277.11,277.11,836550.7583461846,818648.9492823702,836551.0150888453,818644.3841844138
95.91,277.25,277.25,836550.7527116886,818648.9499991678,836551.0094543492,818644.3849012115
95.92,277.61,277.61,836550.7470818057,818648.9507513538,836551.0038244663,818644.3856533974
95.93,277.81,277.81,836550.7414545828,818648.951523188,836550.9981972434,818644.3864252316
95.94,278.02,278.02,836550.7358302281,818648.9523156419,836550.9925728886,818644.3872176856
95.95,278.21,278.21,836550.7302085313,818648.9531267424,836550.9869511918,818644.3880287859
95.96,278.37,278.37,836550.7245891208,818648.9539535383,836550.9813317814,818644.388855582
95.97,278.57,278.57,836550.7189726309,818648.9547999442,836550.9757152916,818644.3897019878
95.98,278.62,278.62,836550.7133568823,818648.955651252,836550.9700995429,818644.3905532956
95.99,278.63,278.63,836550.7077412831,818648.9565035393,836550.9644839438,818644.391405583
96.0,278.61,278.61,836550.7021253871,818648.9573538656,836550.9588680477,818644.3922559093
96.01,278.57,278.57,836550.6965088972,818648.9582002715,836550.9532515579,818644.3931023151
96.02,278.53,278.53,836550.6908918177,818648.9590427569,836550.9476344782,818644.3939448006
96.03,278.52,278.52,836550.6852745926,818648.9598842609,836550.9420172531,818644.3947863044
96.04,278.52,278.52,836550.6796573675,818648.9607257647,836550.9364000282,818644.3956278084
96.05,278.51,278.51,836550.6740399951,818648.9615662891,836550.9307826556,818644.3964683327
96.06,278.48,278.48,836550.6684221822,818648.9624038726,836550.9251648429,818644.3973059162
96.07,278.43,278.43,836550.6628036423,818648.9632365521,836550.9195463029,818644.3981385957
96.08,278.26,278.26,836550.6571826565,818648.9640525585,836550.9139253171,818644.3989546022
96.09,278.16,278.16,836550.6515602547,818648.9648587529,836550.9083029154,818644.3997607966
96.1,278.05,278.05,836550.645936316,818648.9656541517,836550.9026789767,818644.4005561953
96.11,277.97,277.97,836550.6403112705,818648.9664416977,836550.897053931,818644.4013437412
96.12,277.92,277.92,836550.6346855402,818648.9672243336,836550.8914282008,818644.4021263771
96.13,277.9,277.9,836550.6290595372,818648.9680050062,836550.8858021979,818644.4029070499
96.14,277.92,277.92,836550.6234338069,818648.9687876421,836550.8801764676,818644.4036896857
96.15,277.95,277.95,836550.6178084867,818648.9695732228,836550.8745511473,818644.4044752665
96.16,277.98,277.98,836550.6121835805,818648.9703617503,836550.8689262411,818644.4052637939
96.17,278.01,278.01,836550.6065590864,818648.9711532226,836550.8633017469,818644.4060552663
96.18,278.04,278.04,836550.6009350081,818648.9719476398,836550.8576776688,818644.4068496835
96.19,278.04,278.04,836550.59531093,818648.9727420569,836550.8520535907,818644.4076441006
96.2,278.04,278.04,836550.589686852,818648.9735364742,836550.8464295126,818644.4084385178
96.21,278.02,278.02,836550.5840624971,818648.974328928,836550.8408051578,818644.4092309717
96.22,277.98,277.98,836550.578437591,818648.9751174556,836550.8351802515,818644.4100194992
96.23,277.89,277.89,836550.5728114527,818648.9758971467,836550.8295541133,818644.4107991903
96.24,277.84,277.84,836550.5671846358,818648.9766719277,836550.8239272964,818644.4115739714
